CustomerID,Name,Age,Gender,Annual_Income,Spending_Score,Membership_Level,Purchase_Frequency,Membership_upgrade,Avg_Order_Value,Preferred_Cuisine,Weekend_Order_Ratio,App_Rating,Avg_Delivery_Tips,Discount_Usage_Freq,Total_Cuisines_Tried,Avg_Delivery_Time,Last_Month_Complaints
CUST1494,Clinton Lopez,68,Female,73531,12,Platinum,4.4,1,70.86,Indian,0.47,5,7.34,Medium,4,39.1,0
CUST1495,Brian Snyder,20,Female,55152,99,Gold,5.7,0,47.06,Burger,0.81,4,6.52,Low,1,32.1,0
CUST1496,Melinda Olsen,63,Female,77029,25,Silver,2.7,1,83.47,Chinese,0.41,2,6.28,Low,9,42.1,0
CUST1497,Kimberly Gonzalez,64,Male,55018,98,Gold,14.3,0,31.79,Indian,0.6,2,2.8,Low,3,27.7,0
CUST1498,Tyler Garcia,35,Male,67183,3,Platinum,14.5,0,99.05,Italian,0.61,3,12.66,Low,5,51.1,0
CUST1499,Danielle Patterson,69,Female,47877,88,Gold,1.3,0,71.16,Burger,0.45,4,7.06,High,10,34.1,0
CUST1500,Noah Kelly,21,Female,85900,3,Platinum,13.5,0,102.92,Burger,0.36,4,14.3,Medium,1,28.7,0
CUST1501,Abigail House,66,Male,64216,15,Basic,14.8,0,66.53,Italian,0.68,5,5.63,High,8,40.9,1
CUST1502,Monique Ayala DDS,40,Male,61058,100,Basic,7.3,,49.43,Burger,0.56,5,4.3,Medium,3,25.2,0
CUST1503,Michelle Weaver,26,Female,68543,87,Basic,11.2,0,90.05,Italian,0.46,3,12.51,High,1,36.5,0
CUST1504,Lonnie Miller,62,Male,52296,10,Gold,1.8,1,61.96,Indian,0.43,3,5.98,Medium,10,49,0
CUST1505,Carol Lopez,26,Male,58665,55,Basic,1.1,0,38.87,Chinese,0.5,3,3.95,Medium,6,22.8,0
CUST1506,Matthew Howell,57,Female,74106,29,Gold,2.9,1,104.56,Italian,0.59,4,8.71,Medium,1,46.9,0
CUST1507,Misty Roach,64,Female,48845,75,Basic,3,0,64.6,Mexican,0.45,5,5.02,Medium,3,22.1,0
CUST1508,James Taylor,34,Male,67872,79,Gold,2.8,0,98.4,Thai,0.82,4,11.37,Medium,5,43.2,0
CUST1509,Michael Orr,25,Male,83188,36,Gold,3.7,1,101.97,Thai,0.33,4,6.32,Low,4,25.5,0
CUST1510,Brenda Graham,65,Female,90331,67,Basic,7.3,0,100.58,Italian,0.74,4,13.87,Low,7,46.9,0
CUST1511,Spencer Hooper,27,Male,54882,11,Silver,13.7,1,50.4,Thai,0.54,1,6.45,Medium,6,29.2,1
CUST1512,Tyler Key,50,Male,61123,65,Basic,13.7,0,87.57,Burger,0.35,2,6.05,Medium,3,31.4,0
CUST1513,Nichole Henson,59,Male,78520,24,Platinum,8.7,0,107.26,Healthy,0.37,4,12.81,Low,8,25.6,0
CUST1514,Jacqueline Sharp,69,Female,36809,29,Basic,14.4,0,20.07,Healthy,0.17,4,2.21,Low,8,15,1
CUST1515,Ian Hoover,60,Male,63811,18,Gold,12.6,0,33.59,Thai,0.35,3,2.3,Medium,2,23.6,0
CUST1516,Kayla Parrish,19,Female,65046,37,Gold,1.4,1,57.01,Indian,0.26,4,4.41,High,7,18.2,0
CUST1517,Matthew Young,20,Female,58743,33,Platinum,8.4,0,76.99,Pizza,0.38,5,7,Low,1,15,0
CUST1518,Mark Mckenzie,26,Male,59714,92,Gold,11.2,0,88.81,Indian,0.41,4,10.65,Low,2,37.9,0
CUST1519,Tara Mitchell,46,Female,38907,13,Silver,13.9,0,25.31,Pizza,0.27,4,2.88,High,8,50.2,0
CUST1520,Logan Miller,32,Female,72764,75,Gold,3.1,1,79.61,Healthy,0.44,4,8.22,Medium,1,53,0
CUST1521,Daisy Flores,65,Male,49956,3,Silver,4.7,1,44.01,Healthy,0.74,4,5.58,Low,2,23.4,1
CUST1522,Eric Davis,51,Female,77776,23,Basic,8.1,0,114.32,Italian,0.8,5,14.38,High,1,33.9,0
CUST1523,Steven Harrison,40,Male,53062,37,Gold,10.1,1,71.22,Chinese,0.23,5,7.96,Medium,5,46.6,1
CUST1524,Mr. Justin Vargas,21,Male,46509,56,Basic,9.8,0,62.24,Mexican,0.56,3,8.01,Medium,7,21.9,0
CUST1525,Christopher Evans,51,Female,59992,14,Gold,5.9,0,58.11,Indian,0.56,4,4.85,High,6,47,0
CUST1526,Jacob Jackson,18,Female,71241,69,Platinum,4.2,0,65.17,Burger,0.59,3,9,High,6,47.2,0
CUST1527,Lori Roman,63,Female,57619,17,Platinum,9,1,44.56,Pizza,0.42,3,4.97,Low,6,15.5,0
CUST1528,Scott Mendoza,57,Male,51299,34,Basic,6.4,,28.54,Thai,0.6,4,3.77,Low,8,15,0
CUST1529,Travis Nichols,63,Male,60706,100,Gold,5.1,0,82.85,Burger,0.62,5,8.67,Low,5,31,0
CUST1530,Joseph Anderson,41,Male,78471,11,Platinum,7,1,103.02,Chinese,0.77,4,7.4,Low,10,44.4,0
CUST1531,Austin Goodwin,31,Female,61109,67,Gold,7.3,0,91.65,Pizza,0.55,3,9.55,Low,7,19.8,0
CUST1532,Shelly Myers,44,Male,48729,40,Silver,6.8,1,72.93,Indian,0.25,3,6.35,Low,3,15,0
CUST1533,Samantha Velasquez,42,Male,65584,90,Basic,5.2,0,69.22,Italian,0.45,4,8.29,High,9,35.6,0
CUST1534,Katherine Adams,38,Male,52405,88,Silver,13.2,0,66.5,Burger,0.52,3,6.49,High,10,41.3,1
CUST1535,Rebecca Boyd,69,Male,62277,54,Gold,14.8,0,89.98,Chinese,0.42,3,12.02,Medium,3,28.2,0
CUST1536,Audrey Wade,18,Male,55133,12,Silver,10.5,0,74.41,Indian,0.61,4,8.77,Medium,6,29,0
CUST1537,Tracy Mendez,45,Female,65879,94,Gold,6.2,0,49.23,Healthy,0.34,1,5.83,Low,3,41.3,0
CUST1538,Michael Morrison,65,Male,60980,2,Gold,3.2,1,57.96,Healthy,0.79,4,4.16,Low,1,26.3,0
CUST1539,Monica Curry,50,Male,58151,100,Gold,9.6,0,36.59,Indian,0.47,5,5.43,Low,1,27.1,0
CUST1540,Todd Reed,43,Female,57913,35,Gold,10.7,1,84.21,Indian,0.31,3,11.3,Medium,3,37.8,0
CUST1541,Mary Lane,57,Male,46845,27,Platinum,3.1,1,51.82,Indian,0.35,4,6.68,Low,4,38.9,0
CUST1542,Barry Johnson,59,Female,75432,6,Gold,5.8,1,54.96,Pizza,0.72,4,4.56,High,2,32.8,0
CUST1543,Jay Neal,53,Female,70302,58,Silver,6.5,0,82.37,Indian,0.35,4,8.53,Medium,9,49.8,0
CUST1544,Brian Dickerson,52,Female,45937,23,Basic,13.7,,51.36,Burger,0.56,4,3.27,Low,8,42.5,0
CUST1545,Henry Barnes,26,Female,61766,70,Silver,5.9,0,53.01,Chinese,0.74,3,5.5,Low,3,31.5,0
CUST1546,Gloria Douglas,66,Female,60233,86,Silver,10.2,0,36.96,Pizza,0.34,5,2.39,Medium,7,22.1,0
CUST1547,Scott Tucker,46,Male,65052,65,Silver,3.2,0,76.21,Indian,0.71,5,8.03,High,4,44.9,0
CUST1548,Christopher Fritz,23,Male,48696,93,Silver,15,0,49.68,Mexican,0.63,3,5.71,Medium,5,45.3,0
CUST1549,Thomas Taylor,23,Female,78080,86,Silver,9.8,0,99.34,Thai,0.27,2,8.84,Low,4,34,0
CUST1550,Steven Vasquez,53,Female,57148,8,Gold,5.1,1,58.3,Mexican,0.59,2,5.82,Medium,9,37.8,0
CUST1551,Tammy Sanchez,44,Female,64475,49,Silver,13.1,0,87.18,Chinese,0.69,2,11.99,Low,7,42,0
CUST1552,Valerie Gomez,66,Male,39730,36,Basic,10.8,0,41.79,Healthy,0.24,4,2.54,High,4,51,0
CUST1553,Howard Perry,45,Male,61628,59,Basic,14,,65.38,Italian,0.47,2,8.45,Medium,8,43.9,0
CUST1554,Barbara Scott,20,Male,19102,88,Gold,1.6,0,26.3,Italian,0.49,3,1.76,Medium,2,39.5,0
CUST1555,Kim Powell,34,Male,79060,32,Gold,7.7,1,71.43,Thai,0.41,5,3.83,Medium,7,44.3,0
CUST1556,Jennifer Calderon,55,Female,86812,44,Silver,5,0,55.04,Healthy,0.43,3,3.77,Medium,1,46.5,0
CUST1557,Maria Nguyen,44,Female,69790,4,Silver,10.7,0,36.9,Pizza,0.34,5,4.67,Low,8,37.7,0
CUST1558,Michael Duncan,45,Male,54920,69,Gold,2.5,1,68.93,Pizza,0.54,4,6.24,Low,6,44.2,0
CUST1559,Derrick Mora,61,Female,65953,37,Basic,10.7,0,73.89,Pizza,0.1,3,10.14,Low,5,28.2,0
CUST1560,Jennifer Dorsey,44,Male,63437,39,Platinum,13.8,1,76.38,Italian,0.5,4,7.83,High,9,45.4,0
CUST1561,Edward Travis,49,Male,66767,82,Basic,8.7,0,47.6,Mexican,0.47,4,2.49,Medium,9,28.3,0
CUST1562,Michael Avery,55,Female,81880,53,Gold,9.3,0,52.11,Italian,0.45,4,6.34,Low,3,24.9,0
CUST1563,Laura Robinson,51,Male,59425,15,Platinum,4.7,1,30.58,Burger,0.6,3,1.87,High,9,33.7,0
CUST1564,Suzanne Holmes,62,Male,48476,39,Silver,10.5,1,41.23,Indian,0.51,4,5.32,Low,9,21.6,0
CUST1565,David Hernandez,47,Male,84078,3,Silver,1.9,1,91.64,Pizza,0.51,5,6.12,Low,2,29,0
CUST1566,Jeffrey Murphy,21,Female,76680,53,Basic,5.4,,68.42,Mexican,0.44,4,5.78,Low,5,38.8,0
CUST1567,Thomas Briggs,44,Female,70972,76,Silver,11.2,0,66.53,Chinese,0.39,3,8.39,Medium,2,37.8,0
CUST1568,Leah Scott,62,Male,56754,19,Basic,5.1,0,79.69,Thai,0.47,4,11.59,Medium,1,41.4,0
CUST1569,Maria Bell,18,Male,56974,36,Silver,6.4,0,48.33,Chinese,0.72,4,4.21,Medium,7,41.6,0
CUST1570,Amanda Lewis,66,Male,61052,30,Basic,11.6,0,61.91,Indian,0.57,4,8.23,Medium,4,38.7,0
CUST1571,Shane Duncan,63,Male,83775,53,Platinum,13,0,107.54,Mexican,0.14,4,7.43,Low,5,26.5,0
CUST1572,Kathryn Campbell,26,Female,44675,41,Silver,4,0,40.05,Italian,0.56,4,5.24,Medium,4,44.2,0
CUST1573,Michael Perry,30,Male,63995,26,Gold,3.4,1,71.81,Italian,0.63,5,8.31,Low,6,33.9,0
CUST1574,Holly Alvarez,64,Male,50096,87,Silver,8.3,1,68.25,Burger,0.27,4,4.73,Medium,2,37.4,1
CUST1575,Janet Long,42,Female,89361,68,Basic,11.7,0,129.53,Burger,0.61,4,10.39,Medium,8,36,0
CUST1576,Elizabeth Fisher,60,Male,86863,52,Gold,3.9,0,56.21,Italian,0.49,3,3.55,Medium,4,50.7,0
CUST1577,Eric Knox,65,Female,50011,77,Gold,2.4,0,71.35,Chinese,0.8,5,6.3,Medium,8,23.1,0
CUST1578,Joel Moreno,62,Female,59193,73,Silver,6.8,0,58.73,Thai,0.36,5,4.13,Medium,3,31.6,0
CUST1579,Victoria Holmes,61,Male,65796,67,Basic,3.3,,49.89,Pizza,0.53,2,5.71,Low,5,40.3,0
CUST1580,Kaitlyn Lopez,27,Male,55269,27,Silver,14.3,0,53.01,Chinese,0.4,4,7.92,High,3,35.2,0
CUST1581,Luis Zhang,56,Female,29654,59,Silver,9.4,0,43.89,Thai,0.72,3,2.25,Low,7,30.2,0
CUST1582,Tammy Clark,44,Male,71252,77,Platinum,5.3,0,70.73,Burger,0.45,5,7.36,Low,3,15.8,0
CUST1583,Shane Jones,26,Female,71267,98,Silver,10,1,59.06,Indian,0.74,4,6.34,Medium,8,32.1,0
CUST1584,Richard Hawkins,49,Female,54515,68,Basic,8.4,0,61.79,Thai,0.28,2,8.74,Medium,9,38.6,0
CUST1585,Joseph Rios,18,Female,72279,32,Gold,4.5,1,53.5,Italian,0.51,5,5.38,Low,2,40.4,0
CUST1586,Jennifer Simmons,29,Female,49427,79,Basic,12,0,28.46,Burger,0.54,3,2.97,High,3,33.3,0
CUST1587,Angela Long,69,Male,68912,24,Basic,10.9,0,43.34,Burger,0.61,5,4.21,High,7,36.8,0
CUST1588,Anne Reynolds,58,Male,68537,53,Gold,5.5,1,43.04,Pizza,0.72,4,3.31,Medium,5,23.6,0
CUST1589,Melissa Miller,53,Male,66003,57,Basic,5.9,0,43.03,Italian,0.54,3,2.39,Medium,10,38.9,1
CUST1590,Matthew Colon,58,Male,46714,23,Silver,14.9,0,29.84,Pizza,0.26,3,2.71,Medium,7,35.1,0
CUST1591,Kevin Thompson,23,Female,47473,32,Basic,7.8,0,54.16,Italian,0.39,3,2.99,Low,2,36.7,0
CUST1592,David Lozano,65,Female,94830,93,Gold,1.7,0,64.66,Pizza,0.3,4,6.79,Medium,4,32.8,1
CUST1593,Julia Griffin,19,Female,57619,90,Silver,14.6,0,48.73,Thai,0.79,4,3.93,High,1,37.1,1
CUST1594,Amanda Kirk,45,Male,65540,14,Silver,9.7,0,91.55,Chinese,0.56,2,9.46,High,5,41.3,0
CUST1595,Sara Murray,50,Female,52400,46,Silver,9.3,1,51.04,Indian,0.43,2,3.24,High,8,37.6,0
CUST1596,Megan Coleman,35,Male,77396,58,Silver,7.4,0,90.36,Indian,0.55,2,12.95,Low,1,16.8,0
CUST1597,Linda Elliott,51,Female,68480,37,Gold,3.5,1,46.04,Italian,0.58,4,6.42,Low,7,37.8,0
CUST1598,April Walker,18,Male,50884,94,Gold,3.5,1,35.23,Mexican,0.55,4,2.43,Low,7,31.1,1
CUST1599,Mark Garcia,19,Male,59328,88,Platinum,14.3,0,32.09,Healthy,0.59,2,2.71,Medium,7,27.9,0
CUST1600,Lance Jenkins,33,Female,33609,1,Platinum,5.5,0,22.48,Burger,0.65,4,2.5,Low,1,48.5,0
CUST1601,Xavier Moore,48,Male,74914,82,Silver,11.9,0,58.33,Burger,0.33,2,3.47,Low,3,25.7,1
CUST1602,Dana Turner,64,Female,68901,10,Silver,11.4,0,46.65,Italian,0.5,5,3.99,Medium,2,26.8,0
CUST1603,Nathaniel Baker,34,Female,52804,86,Basic,10.4,0,31.09,Thai,0.56,5,2.34,Medium,5,15,1
CUST1604,Robert Hill,43,Male,46497,99,Basic,4.4,0,28.86,Pizza,0.66,4,4.09,Medium,2,49.4,1
CUST1605,Natasha Mason,58,Male,84556,3,Basic,9,0,81.24,Mexican,0.65,5,10.99,High,5,43.9,0
CUST1606,Ryan Lee,51,Male,58076,58,Silver,4.1,0,41.02,Chinese,0.39,5,4.43,Low,5,31.7,0
CUST1607,Brian Mccullough,55,Male,63195,45,Silver,4.7,0,54.62,Pizza,0.33,5,5.57,Low,4,41.1,0
CUST1608,Dr. Kelly Taylor,44,Male,56470,14,Basic,12.6,,56.66,Pizza,0.48,4,8.11,Medium,7,15,1
CUST1609,Adam Ross,34,Female,90425,42,Basic,4.8,0,107.64,Italian,0.57,3,15.42,Medium,10,39.8,1
CUST1610,Patricia Knight,60,Male,55683,73,Gold,14.7,0,30.03,Italian,0.7,3,4.41,Medium,6,26.4,0
CUST1611,Natalie Rhodes,63,Female,64689,57,Gold,13.6,0,84.06,Thai,0.34,3,5.26,Low,2,51.7,0
CUST1612,Dana Morse,29,Male,60405,67,Gold,11.2,1,68.13,Burger,0.22,4,4.5,Low,4,38.7,0
CUST1613,Catherine Russell,25,Female,42683,66,Gold,4,1,24.83,Italian,0.34,3,2.92,Medium,7,36.3,0
CUST1614,David Chambers,24,Female,53735,43,Silver,9.2,0,73.81,Italian,0.22,3,7.69,High,9,26.8,0
CUST1615,Jamie Huffman,21,Female,54358,81,Gold,7.3,1,77.24,Italian,0.57,4,4,High,9,26.9,0
CUST1616,Angela Horton,68,Female,80896,77,Silver,7.8,1,45.39,Thai,0.56,3,2.55,Medium,3,40.9,0
CUST1617,Beth Mccoy,31,Female,44573,34,Basic,3.8,,34.63,Burger,0.62,4,4.81,Medium,1,26.7,0
CUST1618,Anthony Nguyen,61,Male,39690,83,Basic,3,0,51.84,Chinese,0.35,5,7.1,High,9,26.3,1
CUST1619,Angela King,36,Female,55203,93,Silver,2.2,0,68.91,Chinese,0.64,4,5.91,Medium,8,49.1,0
CUST1620,Katherine Kennedy,21,Female,59947,18,Silver,4.8,1,41.03,Healthy,0.36,4,5.71,Medium,7,37.9,0
CUST1621,Tyler Estrada,69,Female,74489,82,Silver,6.2,0,52.84,Healthy,0.58,4,5.78,High,6,24,0
CUST1622,David Rivas,44,Female,38671,38,Gold,12.1,0,33.66,Italian,0.81,4,4.4,Medium,10,40.5,1
CUST1623,Felicia Gomez,69,Female,52040,54,Basic,4.6,,51.23,Healthy,0.34,3,4.75,High,7,32.2,0
CUST1624,Elizabeth Berg,46,Male,38043,92,Gold,12.5,0,42.54,Burger,0.38,5,2.61,Low,9,17.3,0
CUST1625,William Gill,37,Female,66035,66,Basic,11.2,,57.38,Thai,0.39,3,5.36,Medium,6,30,0
CUST1626,Scott Sullivan,44,Female,31515,36,Silver,5.1,0,30.33,Chinese,0.41,2,2.9,High,10,24.5,0
CUST1627,Kenneth Williams,20,Male,58587,3,Silver,9.2,0,73.09,Pizza,0.36,5,7.68,Low,3,37.6,0
CUST1628,Jessica Wade,60,Male,63568,82,Basic,1.3,0,34.12,Chinese,0.43,3,2.07,Medium,3,28.4,0
CUST1629,Deborah Wright,24,Female,44982,100,Silver,12.6,0,33.85,Chinese,0.47,4,5.05,Low,4,35.9,0
CUST1630,Jessica Gilbert,26,Male,57968,64,Silver,10.5,1,70.34,Burger,0.6,1,5.23,High,10,41.7,0
CUST1631,Matthew Bennett,42,Male,60169,97,Gold,13.2,0,83.95,Healthy,0.66,2,5.86,Medium,10,58.6,0
CUST1632,Dustin Payne,21,Male,94232,68,Gold,9.4,0,95.33,Pizza,0.61,3,9.79,Low,8,54.8,0
CUST1633,Krista Wood,34,Male,57317,87,Platinum,11.6,0,59.16,Burger,0.52,2,6.14,Medium,10,37.2,0
CUST1634,Angel Pacheco,32,Female,66462,99,Gold,2,0,40.35,Italian,0.34,4,3.79,Medium,9,34.5,0
CUST1635,John Holmes,41,Male,54085,84,Silver,13.4,0,51.24,Thai,0.33,5,6.52,Medium,8,29,0
CUST1636,Stephen Smith,57,Female,59317,27,Gold,2.9,1,61.25,Indian,0.33,4,6.23,Medium,10,18.6,0
CUST1637,Brenda Griffin,31,Male,57555,24,Silver,8.8,1,42.73,Chinese,0.4,5,4.74,High,2,15,0
CUST1638,Amanda Bonilla,20,Female,51196,55,Silver,8.8,0,39.38,Indian,0.37,3,4.82,Medium,4,26.6,0
CUST1639,Cole Macias,57,Male,47699,39,Silver,9.2,0,41.85,Thai,0.62,3,2.2,Medium,4,51.4,0
CUST1640,Chad Dixon,28,Female,82359,41,Platinum,5.6,0,42.83,Thai,0.49,3,4.59,Low,2,51,1
CUST1641,Michael Graves,63,Female,69098,18,Basic,9.4,0,56.8,Burger,0.27,4,7.86,High,8,35.7,0
CUST1642,Melody Cline,51,Male,60972,12,Platinum,13,0,43.38,Burger,0.76,4,2.24,Low,3,39.7,0
CUST1643,Angela Estrada,43,Male,67184,6,Silver,13.5,0,55.59,Burger,0.68,4,5.03,Medium,2,29,0
CUST1644,Caitlin Perry,67,Male,40353,24,Silver,13.3,0,25.01,Indian,0.46,5,3.57,High,7,34.7,0
CUST1645,Chad Hall,59,Male,75794,18,Platinum,9.8,0,105.39,Burger,0.54,4,8.99,Low,1,27.2,0
CUST1646,Louis Small,52,Male,38746,100,Silver,11.6,0,42.37,Thai,0.72,4,4.06,Medium,6,27.2,0
CUST1647,Anthony Hess,50,Female,79120,65,Basic,7.3,0,93.29,Italian,0.52,5,13.82,Low,3,41.1,0
CUST1648,Brenda Davis,23,Male,87523,44,Platinum,10.8,0,112.83,Burger,0.46,3,7.89,Medium,3,28.9,0
CUST1649,Troy Hickman,34,Female,61037,63,Platinum,3.9,0,60.94,Mexican,0.54,4,3.44,Medium,5,39.9,1
CUST1650,Ms. Stacey Wilson,59,Female,71581,96,Gold,6.7,1,42.01,Healthy,0.42,4,5.71,High,3,33.5,0
CUST1651,Jessica Tran,44,Female,64260,61,Basic,8,0,66.64,Indian,0.56,4,9.12,High,4,49.2,1
CUST1652,Tiffany Wong,18,Male,61777,68,Basic,7.4,0,67.14,Mexican,0.58,3,6.53,Medium,3,40.5,0
CUST1653,Ashley Mcguire,66,Female,30445,76,Platinum,7.5,0,37.92,Burger,0.61,4,3.85,Medium,7,37.4,0
CUST1654,Mary Shaw,44,Female,35434,21,Basic,2.9,,33.01,Thai,0.36,4,4.41,Medium,3,20.7,0
CUST1655,Shawn Evans,33,Male,42434,77,Basic,6.5,,26.63,Italian,0.51,4,3.3,Low,10,30.1,1
CUST1656,Nancy Bell,50,Male,64823,53,Basic,2,,50.81,Chinese,0.61,3,3.89,Medium,4,34.5,0
CUST1657,Zachary Haas,23,Female,42860,81,Silver,12.5,0,36.99,Pizza,0.57,5,1.91,High,2,35.5,0
CUST1658,Carol Smith,40,Female,55678,58,Basic,6.2,,63.8,Healthy,0.54,5,6.25,Medium,2,41.6,0
CUST1659,Troy Anderson II,23,Male,43583,51,Basic,12.8,,46.67,Pizza,0.58,4,6.34,Low,9,37.1,1
CUST1660,Amy Ayers,69,Male,60351,54,Basic,10.4,,51.67,Burger,0.36,4,7.21,Low,1,24.7,0
CUST1661,Leslie Carter,36,Female,45515,55,Gold,3.2,0,67.66,Healthy,0.43,5,9.85,Medium,1,40.9,0
CUST1662,Christine Meyers,62,Female,47095,100,Gold,9,0,52.08,Healthy,0.4,2,7.18,Low,10,30.4,1
CUST1663,Matthew Bishop,52,Female,77198,19,Basic,11.8,,56.91,Italian,0.5,3,6.15,Medium,1,28.5,1
CUST1664,Breanna Greene,26,Female,82302,54,Platinum,7.8,0,49.53,Healthy,0.69,4,4.68,Medium,3,24,0
CUST1665,Darrell Hill,52,Male,72112,90,Silver,3.5,1,47.08,Indian,0.38,5,6,Medium,2,31.5,1
CUST1666,Marvin Mills,55,Male,58181,5,Platinum,12.9,0,43.4,Mexican,0.52,1,5.38,Low,3,29.4,0
CUST1667,Michael Martinez,31,Female,54160,98,Silver,8.8,0,35.78,Mexican,0.4,5,3.71,Medium,5,46.6,0
CUST1668,Jacqueline Romero,43,Female,32997,65,Platinum,6.5,0,22.65,Mexican,0.34,4,1.33,High,9,32.3,0
CUST1669,John Cochran,25,Female,63456,20,Basic,1.6,,49.82,Indian,0.53,4,7.1,High,2,40.3,0
CUST1670,Austin Dean,38,Male,61898,66,Gold,3.9,1,41.68,Pizza,0.35,3,3.98,Medium,1,17,0
CUST1671,Madeline Harris,62,Male,82841,48,Gold,7.2,0,115.71,Italian,0.52,3,9.99,Low,6,42.4,0
CUST1672,Anita Smith,51,Male,41011,48,Gold,6,1,23.8,Healthy,0.57,5,2.69,High,3,41.4,0
CUST1673,Melissa Hunt,20,Female,54994,43,Gold,10.6,1,56.34,Indian,0.37,5,6.61,Medium,7,20.4,0
CUST1674,Christian Sutton,60,Male,65599,7,Silver,8,1,59.72,Mexican,0.5,4,4.24,Low,6,26.3,1
CUST1675,Melinda Ferguson,40,Male,49658,80,Basic,14.7,0,73.61,Burger,0.77,5,9.84,Low,7,28.4,0
CUST1676,Carl Davis,51,Male,53024,26,Platinum,10.9,0,32.45,Chinese,0.25,5,2.56,Low,5,33,0
CUST1677,Christopher Rivera,24,Female,40153,35,Silver,1.8,1,36.05,Healthy,0.46,4,2.48,Low,1,28,0
CUST1678,Veronica Robinson,38,Female,60159,92,Platinum,12,0,88.4,Indian,0.78,4,8.01,Low,3,32.6,0
CUST1679,Kimberly Lewis,66,Female,38891,43,Gold,6.4,0,53.11,Thai,0.56,4,6.54,High,3,41.5,0
CUST1680,Stephanie Haas,32,Female,42767,5,Gold,12.9,0,56.33,Indian,0.67,4,8.25,Medium,7,29.4,0
CUST1681,Timothy Chandler,34,Female,36944,56,Silver,4.7,0,28,Italian,0.69,2,3.67,Medium,3,38,0
CUST1682,Mrs. Kimberly Walsh,65,Male,73163,54,Silver,11.6,0,49.08,Italian,0.67,4,7.07,High,5,36.8,1
CUST1683,Timothy Strickland,66,Female,42741,55,Basic,5,,49.95,Indian,0.56,2,3.2,Medium,4,15,0
CUST1684,Gregory Hunt,32,Male,64552,27,Silver,4.6,1,92.27,Mexican,0.6,5,5.27,High,4,26.9,0
CUST1685,Robin Deleon,61,Female,61282,5,Silver,12.5,0,64.76,Chinese,0.4,5,6.85,High,7,44.9,0
CUST1686,Richard Jones,38,Female,41361,20,Silver,4.3,1,44.32,Healthy,0.47,3,3.5,Medium,1,26.1,0
CUST1687,Robin Smith,69,Female,54264,14,Basic,9.1,,42.32,Italian,0.72,3,5.62,High,7,24.3,0
CUST1688,Nicholas Gutierrez,29,Male,66856,54,Silver,4.5,0,84.87,Healthy,0.73,4,9.95,Medium,8,45.4,0
CUST1689,Jamie Gonzalez,69,Male,54573,42,Basic,6,0,37.49,Mexican,0.5,4,5.51,Low,3,36.5,0
CUST1690,Breanna Ross,28,Male,42393,12,Silver,8.7,0,34.92,Healthy,0.54,3,2.64,Medium,3,49.6,0
CUST1691,Olivia Carpenter,35,Male,48437,40,Silver,13.1,1,44.83,Burger,0.39,4,4.42,Medium,4,30.4,0
CUST1692,Donna Ritter,48,Female,79037,13,Silver,6.5,0,79.64,Italian,0.59,3,7.97,High,6,47,0
CUST1693,Dustin Day,57,Female,76589,64,Platinum,7,1,56.86,Mexican,0.27,2,4.2,Low,7,26.1,1
CUST1694,Sherry Stewart,37,Male,54378,40,Gold,13.5,0,33.43,Mexican,0.38,1,3.64,Medium,1,15,0
CUST1695,Philip Rivas,64,Male,65140,54,Silver,10,0,72.35,Chinese,0.54,2,6.82,Low,4,41.7,0
CUST1696,Julie Armstrong,64,Male,80145,64,Gold,13.3,0,63.2,Chinese,0.49,5,5.98,Low,7,40.7,0
CUST1697,Jared Howell,40,Female,48777,72,Gold,9.8,0,52.74,Burger,0.54,5,4.55,Low,2,41.7,0
CUST1698,Michael Bailey,33,Female,75310,7,Basic,4.1,,49.28,Mexican,0.47,4,2.55,Medium,1,32.9,0
CUST1699,Trevor Wallace,18,Male,34774,84,Silver,8.7,1,34.12,Pizza,0.2,4,3.49,High,1,49.7,1
CUST1700,Melissa Flores,52,Male,34825,18,Gold,6.3,1,35.96,Mexican,0.7,2,3,Low,10,43.7,0
CUST1701,Aaron Butler,26,Male,68884,93,Silver,4.1,0,38.01,Chinese,0.46,4,1.91,Medium,6,43.2,0
CUST1702,Daniel Hatfield,59,Female,38236,86,Platinum,6.8,0,31.99,Pizza,0.5,2,2.58,Low,5,36.2,0
CUST1703,Allison Phillips,69,Female,37792,79,Silver,12.7,0,23.98,Italian,0.73,4,1.87,Low,1,21.5,0
CUST1704,Joseph Rodriguez,56,Female,50511,67,Basic,4.1,0,28.46,Italian,0.64,5,2.54,Medium,10,35.7,0
CUST1705,Chelsea Hall,69,Male,47573,59,Gold,1,0,70.88,Healthy,0.75,3,4.48,Low,3,38.6,1
CUST1706,Mr. Brandon Todd,65,Female,56710,84,Platinum,4.4,0,46.64,Indian,0.48,5,4.7,Medium,7,55.3,0
CUST1707,Craig James,51,Male,49706,58,Gold,7.5,1,65.11,Chinese,0.43,1,7.76,Low,9,37.7,0
CUST1708,Roger Fischer,22,Male,45001,55,Silver,9.9,0,33.96,Indian,0.69,4,3.84,Low,9,24.5,0
CUST1709,Karen Miller,32,Female,68554,74,Platinum,14.4,0,81,Pizza,0.52,2,10.56,Medium,6,39.7,0
CUST1710,Sarah Guzman,57,Female,66259,48,Silver,13.2,0,83.5,Chinese,0.42,4,7.95,Medium,3,47.6,0
